id,name,origin,teaType,ingredients,flavorProfile,bitterness,sweetness,floralNotes,spiceLevel,aroma,caffeine,calories,preparationTime,steepTemperature,waterRatio,healthBenefits,moodTags,season,price,rating,reviewsCount,description,foodPairings,imageUrl
TEA-IN-0801,Misty Mountain Bio-Dynamic First Flush Lot #323,Darjeeling (Singbulli),Darjeeling,100% Hand-Picked Camellia Sinensis Single Estate Darjeeling Leaves,Honey; Honeysuckle; Apricot; Pine Wood; Muscatel,3.3,8.3,7.6,0.5,9.8,31,0,3,88,2.5g per 200ml (or 1:1 milk-water for Chai),Mental Clarity; High Antioxidants; Cellular Protection; Gentle Vitality,Uplifted; Focused,Second Flush Summer,1556.0,4.94,407,"An exquisite handcrafted darjeeling harvest from the famed terroirs of Darjeeling (Singbulli). Imbued with prominent sensory notes of Honey, Honeysuckle, Apricot, this blend exhibits an aroma rating of 9.8/10. Specially curated for uplifted, focused rituals, it offers potent mental clarity, high antioxidants.",Kashmiri Girda Flatbread with Butter; Kolkata Style Kathi Rolls; Warm Cardamom Nankhatai,https://images.unsplash.com/photo-1576092768241-dec231879fc3?auto=format&fit=crop&w=800&q=80
TEA-IN-0802,Golden Tips Extra Special Orthodox Lot #151 '26,Assam (Sibsagar),Assam,100% High-Grade Assam Whole Leaf & Golden Buds (Camellia Sinensis var. Assamica),Dark Cocoa; Woody; Caramel,4.8,4.6,2.3,2.2,8.0,55,5,4,99,2.5g per 200ml (or 1:1 milk-water for Chai),Digestive Power; Immune Strength; High Sustained Energy; Metabolic Fire,Energetic; Uplifted; Motivated,Monsoon Special,332.0,4.54,300,"An exquisite handcrafted assam harvest from the famed terroirs of Assam (Sibsagar). Imbued with prominent sensory notes of Dark Cocoa, Woody, Caramel, this blend exhibits an aroma rating of 8.0/10. Specially curated for energetic, uplifted rituals, it offers potent digestive power, immune strength.",Kashmiri Girda Flatbread with Butter; Kolkata Style Kathi Rolls; Traditional Osmania Butter Biscuits,https://images.unsplash.com/photo-1544787219-7f47ccb76574?auto=format&fit=crop&w=800&q=80
TEA-IN-0803,Five-Spice Maharaja Special Chai Lot #544,Assam & Kerala Spice Hills,Masala Chai,"Assam CTC Black Tea, Green Cardamom Pods, Crushed Dry Ginger, Ceylon Cinnamon, Cloves, Black Pepper, Star Anise, Saffron",Clove (Laung); Creamy; Cardamom (Elaichi),3.6,6.0,2.5,9.9,9.1,57,22,6,97,2.5g per 200ml (or 1:1 milk-water for Chai),Digestive Comfort; Cold & Cough Relief; Instant Warming,Uplifted; Cozy,Winter Warmth,521.0,4.57,84,"An exquisite handcrafted masala chai harvest from the famed terroirs of Assam & Kerala Spice Hills. Imbued with prominent sensory notes of Clove (Laung), Creamy, Cardamom (Elaichi), this blend exhibits an aroma rating of 9.1/10. Specially curated for uplifted, cozy rituals, it offers potent digestive comfort, cold & cough relief.",Gulab Jamun with Rosewater Syrup; Spicy Bhakarwadi & Mathri; Kolkata Style Kathi Rolls,https://images.unsplash.com/photo-1544787219-7f47ccb76574?auto=format&fit=crop&w=800&q=80
TEA-IN-0804,Pink Salted Noon Chai (Sheer Chai) Lot #639 '26,Kashmir (Srinagar Valley),Kashmir Kahwa,"Kashmiri Green Tea Leaves, Pampore Pure Saffron Strands, Green Cardamom, Cinnamon, Crushed Almond Slivers, Dried Rose Petals",Cardamom; Sweet Almond; Floral Honey,1.7,6.3,8.3,7.6,9.8,17,3,3,84,2.5g per 200ml (or 1:1 milk-water for Chai),Digestive Fire; Skin Glow & Radiance; Immunity Boost,Refreshed; Meditative; Cozy; Calm,First Flush Spring,761.0,4.92,328,"An exquisite handcrafted kashmir kahwa harvest from the famed terroirs of Kashmir (Srinagar Valley). Imbued with prominent sensory notes of Cardamom, Sweet Almond, Floral Honey, this blend exhibits an aroma rating of 9.8/10. Specially curated for refreshed, meditative rituals, it offers potent digestive fire, skin glow & radiance.",Spicy Bhakarwadi & Mathri; Crisp Onion & Paneer Pakoras,https://images.unsplash.com/photo-1576092768241-dec231879fc3?auto=format&fit=crop&w=800&q=80
TEA-IN-0805,Tiger Hill Single Cultivar Nilgiri Lot #348 '26,Nilgiri (Ooty Highlands),Nilgiri,100% High-Elevation Nilgiri Camellia Sinensis,Bright Citrus; Crisp Fruit; Floral; Light Malt,2.3,6.3,7.0,1.5,8.7,43,4,4,91,2.5g per 200ml (or 1:1 milk-water for Chai),Weight Balance; Heart Health; Antioxidant Rich; Gentle Alertness,Calm; Refreshed,Autumnal Harvest,956.0,4.43,55,"An exquisite handcrafted nilgiri harvest from the famed terroirs of Nilgiri (Ooty Highlands). Imbued with prominent sensory notes of Bright Citrus, Crisp Fruit, Floral, this blend exhibits an aroma rating of 8.7/10. Specially curated for calm, refreshed rituals, it offers potent weight balance, heart health.",Spicy Bhakarwadi & Mathri; Kolkata Style Kathi Rolls; Crisp Onion & Paneer Pakoras,https://images.unsplash.com/photo-1597481499750-3e6b22637e12?auto=format&fit=crop&w=800&q=80
TEA-IN-0806,Triphala & Fennel Digestive Nectar,Uttarakhand Sacred Valleys,Ayurvedic Tisane,"Organic Tulsi (Holy Basil), Ashwagandha Root, Wild Himalayan Turmeric, Brahmi Leaves, Licorice (Mulethi), Fennel Seeds (Saunf), Lemongrass",Cooling; Tulsi Mint; Fennel Sweetness,1.8,4.3,4.5,5.9,8.6,0,5,6,95,2.5g per 200ml (or 1:1 milk-water for Chai),Joint & Anti-inflammatory; Gut Health & Detox; Immunity Fortification; Deep Restful Sleep,Soothing; Relaxed; Meditative,First Flush Spring,683.0,4.31,72,"An exquisite handcrafted ayurvedic tisane harvest from the famed terroirs of Uttarakhand Sacred Valleys. Imbued with prominent sensory notes of Cooling, Tulsi Mint, Fennel Sweetness, this blend exhibits an aroma rating of 8.6/10. Specially curated for soothing, relaxed rituals, it offers potent joint & anti-inflammatory, gut health & detox.",Poha with Roasted Peanuts; Crisp Hot Samosas with Mint & Tamarind Chutney,https://images.unsplash.com/photo-1597481499750-3e6b22637e12?auto=format&fit=crop&w=800&q=80
TEA-IN-0807,Dharamshala Mountain Dew Green '25,Himachal Pradesh (Palampur),Kangra Valley,100% Certified GI Tagged Kangra Valley Whole Leaf Tea,Mellow Green; Roasted Corn; Sweet Vegetal,3.1,5.6,6.0,1.4,8.9,33,5,4,80,2.5g per 200ml (or 1:1 milk-water for Chai),Digestive Ease; Peaceful Focus,Uplifted; Focused,Autumnal Harvest,943.0,4.31,89,"An exquisite handcrafted kangra valley harvest from the famed terroirs of Himachal Pradesh (Palampur). Imbued with prominent sensory notes of Mellow Green, Roasted Corn, Sweet Vegetal, this blend exhibits an aroma rating of 8.9/10. Specially curated for uplifted, focused rituals, it offers potent digestive ease, peaceful focus.",Poha with Roasted Peanuts; Crisp Hot Samosas with Mint & Tamarind Chutney; Irani Cafe Bun Maska & Chai,https://images.unsplash.com/photo-1563822249548-9a72b6353cd1?auto=format&fit=crop&w=800&q=80
TEA-IN-0808,Kanchenjunga Mist Golden Tips Lot #534,Sikkim (Ravangla Highlands),Sikkim Temi,100% Organic Single Estate Temi Leaves,Sweet Floral; Honeyed Wood; Peach; Muscatel; Gentle Spice,2.9,7.4,7.4,1.9,9.2,42,0,4,88,2.5g per 200ml (or 1:1 milk-water for Chai),Pure Organic Nutrition; Cardiovascular Support; Skin Vitality,Calm; Meditative; Serene; Focused,Second Flush Summer,846.0,4.34,214,"An exquisite handcrafted sikkim temi harvest from the famed terroirs of Sikkim (Ravangla Highlands). Imbued with prominent sensory notes of Sweet Floral, Honeyed Wood, Peach, this blend exhibits an aroma rating of 9.2/10. Specially curated for calm, meditative rituals, it offers potent pure organic nutrition, cardiovascular support.",Crisp Onion & Paneer Pakoras; Traditional Osmania Butter Biscuits; Warm Cardamom Nankhatai,https://images.unsplash.com/photo-1576092768241-dec231879fc3?auto=format&fit=crop&w=800&q=80
TEA-IN-0809,High Elevation Queen of Teas Lot #529,Darjeeling (Okayti),Darjeeling,100% Hand-Picked Camellia Sinensis Single Estate Darjeeling Leaves,Citrus Zest; Apricot; Floral; Pine Wood,3.7,5.8,9.2,0.9,8.4,37,5,3,90,2.5g per 200ml (or 1:1 milk-water for Chai),Cellular Protection; Gentle Vitality; Heart Wellness,Refreshed; Uplifted; Calm,Autumnal Harvest,1425.0,4.66,22,"An exquisite handcrafted darjeeling harvest from the famed terroirs of Darjeeling (Okayti). Imbued with prominent sensory notes of Citrus Zest, Apricot, Floral, this blend exhibits an aroma rating of 8.4/10. Specially curated for refreshed, uplifted rituals, it offers potent cellular protection, gentle vitality.",Poha with Roasted Peanuts; Crisp Hot Samosas with Mint & Tamarind Chutney,https://images.unsplash.com/photo-1546852199-2d8e8c4aa477?auto=format&fit=crop&w=800&q=80
TEA-IN-0810,Smoked Wild Bamboo Assam '25,Assam (Jorhat),Assam,100% High-Grade Assam Whole Leaf & Golden Buds (Camellia Sinensis var. Assamica),Caramel; Toasted Grain; Malty; Woody; Molasses,6.7,5.1,1.7,4.0,7.6,58,5,5,99,2.5g per 200ml (or 1:1 milk-water for Chai),Cardiovascular Support; Immune Strength,Energetic; Uplifted,Autumnal Harvest,717.0,4.8,24,"An exquisite handcrafted assam harvest from the famed terroirs of Assam (Jorhat). Imbued with prominent sensory notes of Caramel, Toasted Grain, Malty, this blend exhibits an aroma rating of 7.6/10. Specially curated for energetic, uplifted rituals, it offers potent cardiovascular support, immune strength.",Shrewsbury Butter Biscuits; Warm Cardamom Nankhatai,https://images.unsplash.com/photo-1544787219-7f47ccb76574?auto=format&fit=crop&w=800&q=80
TEA-IN-0811,Caramelized Jaggery (Gur) Spiced Chai '26,Mumbai Heritage,Masala Chai,"Assam CTC Black Tea, Green Cardamom Pods, Crushed Dry Ginger, Ceylon Cinnamon, Cloves, Black Pepper, Star Anise, Saffron",Spicy; Creamy; Peppery; Sweet Heat,5.3,6.6,3.1,8.6,9.9,54,24,6,97,2.5g per 200ml (or 1:1 milk-water for Chai),Immunity Shield; Cold & Cough Relief,Uplifted; Comforting,Second Flush Summer,270.0,4.39,376,"An exquisite handcrafted masala chai harvest from the famed terroirs of Mumbai Heritage. Imbued with prominent sensory notes of Spicy, Creamy, Peppery, this blend exhibits an aroma rating of 9.9/10. Specially curated for uplifted, comforting rituals, it offers potent immunity shield, cold & cough relief.",Shrewsbury Butter Biscuits; Crisp Onion & Paneer Pakoras; Kolkata Style Kathi Rolls,https://images.unsplash.com/photo-1544787219-7f47ccb76574?auto=format&fit=crop&w=800&q=80
TEA-IN-0812,Himalayan Crushed Walnut & Kahwa Blend,Kashmir (Pampore Saffron Fields),Kashmir Kahwa,"Kashmiri Green Tea Leaves, Pampore Pure Saffron Strands, Green Cardamom, Cinnamon, Crushed Almond Slivers, Dried Rose Petals",Delicate Green; Cinnamon; Cardamom; Sweet Almond; Floral Honey,2.1,6.9,7.2,7.7,9.1,21,2,5,85,2.5g per 200ml (or 1:1 milk-water for Chai),Stress Relief; Skin Glow & Radiance; Immunity Boost,Calm; Relaxed; Refreshed; Meditative,First Flush Spring,1061.0,4.43,255,"An exquisite handcrafted kashmir kahwa harvest from the famed terroirs of Kashmir (Pampore Saffron Fields). Imbued with prominent sensory notes of Delicate Green, Cinnamon, Cardamom, this blend exhibits an aroma rating of 9.1/10. Specially curated for calm, relaxed rituals, it offers potent stress relief, skin glow & radiance.",Dhokla with Green Chilies; Crisp Hot Samosas with Mint & Tamarind Chutney; Warm Cardamom Nankhatai,https://images.unsplash.com/photo-1563822249548-9a72b6353cd1?auto=format&fit=crop&w=800&q=80
TEA-IN-0813,Nilgiri Golden Needle Rare Estate Lot #490 '26,Nilgiri (Kotagiri),Nilgiri,100% High-Elevation Nilgiri Camellia Sinensis,Bright Citrus; Honey; Crisp Fruit; Sweet Melon,1.9,7.7,7.6,1.5,8.8,46,5,4,90,2.5g per 200ml (or 1:1 milk-water for Chai),Antioxidant Rich; Gentle Alertness,Calm; Refreshed; Focused; Uplifted,Second Flush Summer,693.0,4.77,372,"An exquisite handcrafted nilgiri harvest from the famed terroirs of Nilgiri (Kotagiri). Imbued with prominent sensory notes of Bright Citrus, Honey, Crisp Fruit, this blend exhibits an aroma rating of 8.8/10. Specially curated for calm, refreshed rituals, it offers potent antioxidant rich, gentle alertness.",Poha with Roasted Peanuts; Crisp Onion & Paneer Pakoras; Warm Cardamom Nankhatai,https://images.unsplash.com/photo-1546852199-2d8e8c4aa477?auto=format&fit=crop&w=800&q=80
TEA-IN-0814,"Sacred Tulsi Trio (Rama, Krishna, Vana)",Uttarakhand Sacred Valleys,Ayurvedic Tisane,"Organic Tulsi (Holy Basil), Ashwagandha Root, Wild Himalayan Turmeric, Brahmi Leaves, Licorice (Mulethi), Fennel Seeds (Saunf), Lemongrass",Warm Ginger; Cooling; Sweet Earthy; Tulsi Mint,2.6,5.7,4.8,3.8,8.3,0,1,5,100,2.5g per 200ml (or 1:1 milk-water for Chai),Cortisol / Stress Reduction; Gut Health & Detox; Immunity Fortification,Soothing; Relaxed; Meditative,Autumnal Harvest,554.0,4.31,338,"An exquisite handcrafted ayurvedic tisane harvest from the famed terroirs of Uttarakhand Sacred Valleys. Imbued with prominent sensory notes of Warm Ginger, Cooling, Sweet Earthy, this blend exhibits an aroma rating of 8.3/10. Specially curated for soothing, relaxed rituals, it offers potent cortisol / stress reduction, gut health & detox.",Poha with Roasted Peanuts; Shrewsbury Butter Biscuits,https://images.unsplash.com/photo-1597481499750-3e6b22637e12?auto=format&fit=crop&w=800&q=80
TEA-IN-0815,Himalayan Cedar Scented Kangra '25,Himachal Pradesh (Palampur),Kangra Valley,100% Certified GI Tagged Kangra Valley Whole Leaf Tea,Mellow Green; Floral; Pine Mist; Nutty,1.6,7.5,5.8,1.4,7.7,26,5,3,75,2.5g per 200ml (or 1:1 milk-water for Chai),Peaceful Focus; Digestive Ease; High Polyphenols; Antioxidant Shield,Calm; Meditative; Focused,Winter Warmth,1182.0,4.66,39,"An exquisite handcrafted kangra valley harvest from the famed terroirs of Himachal Pradesh (Palampur). Imbued with prominent sensory notes of Mellow Green, Floral, Pine Mist, this blend exhibits an aroma rating of 7.7/10. Specially curated for calm, meditative rituals, it offers potent peaceful focus, digestive ease.",Traditional Osmania Butter Biscuits; Warm Cardamom Nankhatai,https://images.unsplash.com/photo-1563822249548-9a72b6353cd1?auto=format&fit=crop&w=800&q=80
TEA-IN-0816,Sikkim Green Dragon Spring Leaf Lot #193 '26,Sikkim (Ravangla Highlands),Sikkim Temi,100% Organic Single Estate Temi Leaves,Muscatel; Sweet Floral; Caramel,1.8,6.4,8.0,1.5,8.4,30,5,3,89,2.5g per 200ml (or 1:1 milk-water for Chai),Pure Organic Nutrition; L-Theanine Serenity,Refreshed; Focused; Serene,Winter Warmth,527.0,4.79,169,"An exquisite handcrafted sikkim temi harvest from the famed terroirs of Sikkim (Ravangla Highlands). Imbued with prominent sensory notes of Muscatel, Sweet Floral, Caramel, this blend exhibits an aroma rating of 8.4/10. Specially curated for refreshed, focused rituals, it offers potent pure organic nutrition, l-theanine serenity.",Dhokla with Green Chilies; Gulab Jamun with Rosewater Syrup; Irani Cafe Bun Maska & Chai,https://images.unsplash.com/photo-1546852199-2d8e8c4aa477?auto=format&fit=crop&w=800&q=80
TEA-IN-0817,Moonlight Imperial Pluck '26,Darjeeling (Goomtee),Darjeeling,100% Hand-Picked Camellia Sinensis Single Estate Darjeeling Leaves,Citrus Zest; Honey; Apricot; Pine Wood; Green Apple,3.6,5.8,7.9,1.2,9.2,35,0,3,90,2.5g per 200ml (or 1:1 milk-water for Chai),Mental Clarity; High Antioxidants,Meditative; Focused,Winter Warmth,784.0,4.91,193,"An exquisite handcrafted darjeeling harvest from the famed terroirs of Darjeeling (Goomtee). Imbued with prominent sensory notes of Citrus Zest, Honey, Apricot, this blend exhibits an aroma rating of 9.2/10. Specially curated for meditative, focused rituals, it offers potent mental clarity, high antioxidants.",Poha with Roasted Peanuts; Gulab Jamun with Rosewater Syrup,https://images.unsplash.com/photo-1576092768241-dec231879fc3?auto=format&fit=crop&w=800&q=80
TEA-IN-0818,Dark Mahogany Malt Reserve Lot #622,Assam (Jorhat),Assam,100% High-Grade Assam Whole Leaf & Golden Buds (Camellia Sinensis var. Assamica),Honey; Bold Body; Molasses,5.5,5.4,1.3,1.7,8.3,58,4,4,96,2.5g per 200ml (or 1:1 milk-water for Chai),Digestive Power; Immune Strength,Motivated; Cozy,First Flush Spring,808.0,4.76,269,"An exquisite handcrafted assam harvest from the famed terroirs of Assam (Jorhat). Imbued with prominent sensory notes of Honey, Bold Body, Molasses, this blend exhibits an aroma rating of 8.3/10. Specially curated for motivated, cozy rituals, it offers potent digestive power, immune strength.",Crisp Hot Samosas with Mint & Tamarind Chutney; Kolkata Style Kathi Rolls; Crisp Onion & Paneer Pakoras,https://images.unsplash.com/photo-1544787219-7f47ccb76574?auto=format&fit=crop&w=800&q=80
TEA-IN-0819,Caramelized Jaggery (Gur) Spiced Chai,Kolkata Street Estate,Masala Chai,"Assam CTC Black Tea, Green Cardamom Pods, Crushed Dry Ginger, Ceylon Cinnamon, Cloves, Black Pepper, Star Anise, Saffron",Clove (Laung); Creamy; Peppery,4.9,7.3,2.1,8.0,9.3,49,15,4,95,2.5g per 200ml (or 1:1 milk-water for Chai),Cold & Cough Relief; Instant Warming,Refreshed; Uplifted; Comforting; Cozy,Second Flush Summer,526.0,4.61,223,"An exquisite handcrafted masala chai harvest from the famed terroirs of Kolkata Street Estate. Imbued with prominent sensory notes of Clove (Laung), Creamy, Peppery, this blend exhibits an aroma rating of 9.3/10. Specially curated for refreshed, uplifted rituals, it offers potent cold & cough relief, instant warming.",Dhokla with Green Chilies; Crisp Hot Samosas with Mint & Tamarind Chutney; Irani Cafe Bun Maska & Chai,https://images.unsplash.com/photo-1544787219-7f47ccb76574?auto=format&fit=crop&w=800&q=80
TEA-IN-0820,Rose Petal & Kashmiri Cardamom Kahwa Lot #379,Kashmir (Gulmarg Hills),Kashmir Kahwa,"Kashmiri Green Tea Leaves, Pampore Pure Saffron Strands, Green Cardamom, Cinnamon, Crushed Almond Slivers, Dried Rose Petals",Delicate Green; Cinnamon; Cardamom; Sweet Almond; Floral Honey,2.6,8.4,7.0,7.1,9.5,20,5,3,84,2.5g per 200ml (or 1:1 milk-water for Chai),Calming Warmth; Digestive Fire; Skin Glow & Radiance; Immunity Boost,Refreshed; Relaxed; Meditative; Cozy,First Flush Spring,841.0,4.56,71,"An exquisite handcrafted kashmir kahwa harvest from the famed terroirs of Kashmir (Gulmarg Hills). Imbued with prominent sensory notes of Delicate Green, Cinnamon, Cardamom, this blend exhibits an aroma rating of 9.5/10. Specially curated for refreshed, relaxed rituals, it offers potent calming warmth, digestive fire.",Crisp Onion & Paneer Pakoras; Kolkata Style Kathi Rolls,https://images.unsplash.com/photo-1563822249548-9a72b6353cd1?auto=format&fit=crop&w=800&q=80
TEA-IN-0821,Nilgiri Golden Needle Rare Estate,Nilgiri (Coonoor),Nilgiri,100% High-Elevation Nilgiri Camellia Sinensis,Bright Citrus; Honey; Floral; Light Malt,2.6,6.4,8.4,0.8,9.2,49,5,3,95,2.5g per 200ml (or 1:1 milk-water for Chai),Weight Balance; Antioxidant Rich; Daily Refreshment,Refreshed; Creative; Uplifted; Focused,Winter Warmth,1127.0,4.74,239,"An exquisite handcrafted nilgiri harvest from the famed terroirs of Nilgiri (Coonoor). Imbued with prominent sensory notes of Bright Citrus, Honey, Floral, this blend exhibits an aroma rating of 9.2/10. Specially curated for refreshed, creative rituals, it offers potent weight balance, antioxidant rich.",Shrewsbury Butter Biscuits; Gulab Jamun with Rosewater Syrup,https://images.unsplash.com/photo-1546852199-2d8e8c4aa477?auto=format&fit=crop&w=800&q=80
TEA-IN-0822,Turmeric Ginger Curcumin Immunity Guard,Kerala (Western Ghats),Ayurvedic Tisane,"Organic Tulsi (Holy Basil), Ashwagandha Root, Wild Himalayan Turmeric, Brahmi Leaves, Licorice (Mulethi), Fennel Seeds (Saunf), Lemongrass",Woody; Herbal; Fennel Sweetness; Botanical,0.7,6.8,4.4,2.2,8.4,0,0,6,96,2.5g per 200ml (or 1:1 milk-water for Chai),Cortisol / Stress Reduction; Gut Health & Detox; Immunity Fortification; Joint & Anti-inflammatory,Soothing; Relaxed; Cozy,Winter Warmth,471.0,4.74,205,"An exquisite handcrafted ayurvedic tisane harvest from the famed terroirs of Kerala (Western Ghats). Imbued with prominent sensory notes of Woody, Herbal, Fennel Sweetness, this blend exhibits an aroma rating of 8.4/10. Specially curated for soothing, relaxed rituals, it offers potent cortisol / stress reduction, gut health & detox.",Dhokla with Green Chilies; Kolkata Style Kathi Rolls,https://images.unsplash.com/photo-1544787219-7f47ccb76574?auto=format&fit=crop&w=800&q=80
TEA-IN-0823,Dharamshala Mountain Dew Green Lot #246 '25,Himachal Pradesh (Dharamshala),Kangra Valley,100% Certified GI Tagged Kangra Valley Whole Leaf Tea,Mellow Green; Floral; Roasted Corn,1.8,7.6,7.1,1.2,8.0,29,3,4,85,2.5g per 200ml (or 1:1 milk-water for Chai),Digestive Ease; Peaceful Focus,Refreshed; Uplifted; Focused; Calm,First Flush Spring,1199.0,4.55,273,"An exquisite handcrafted kangra valley harvest from the famed terroirs of Himachal Pradesh (Dharamshala). Imbued with prominent sensory notes of Mellow Green, Floral, Roasted Corn, this blend exhibits an aroma rating of 8.0/10. Specially curated for refreshed, uplifted rituals, it offers potent digestive ease, peaceful focus.",Shrewsbury Butter Biscuits; Gulab Jamun with Rosewater Syrup; Spicy Bhakarwadi & Mathri,https://images.unsplash.com/photo-1576092768241-dec231879fc3?auto=format&fit=crop&w=800&q=80
TEA-IN-0824,High Altitude Cloud Pluck Temi Red '26,"Sikkim (Temi Tea Estate, South Sikkim)",Sikkim Temi,100% Organic Single Estate Temi Leaves,Sweet Floral; Muscatel; Honeyed Wood; Gentle Spice,2.5,6.7,9.0,1.3,8.2,43,5,4,90,2.5g per 200ml (or 1:1 milk-water for Chai),L-Theanine Serenity; Cardiovascular Support; Skin Vitality,Calm; Focused,Autumnal Harvest,949.0,4.37,172,"An exquisite handcrafted sikkim temi harvest from the famed terroirs of Sikkim (Temi Tea Estate, South Sikkim). Imbued with prominent sensory notes of Sweet Floral, Muscatel, Honeyed Wood, this blend exhibits an aroma rating of 8.2/10. Specially curated for calm, focused rituals, it offers potent l-theanine serenity, cardiovascular support.",Poha with Roasted Peanuts; Kashmiri Girda Flatbread with Butter; Kolkata Style Kathi Rolls,https://images.unsplash.com/photo-1546852199-2d8e8c4aa477?auto=format&fit=crop&w=800&q=80
TEA-IN-0825,Margaret's Hope Golden Tips,Darjeeling (Goomtee),Darjeeling,100% Hand-Picked Camellia Sinensis Single Estate Darjeeling Leaves,Honey; Apricot; Green Apple,2.8,5.5,8.2,1.3,8.8,52,3,4,87,2.5g per 200ml (or 1:1 milk-water for Chai),Mental Clarity; Cellular Protection; Gentle Vitality,Calm; Meditative; Focused; Uplifted,Second Flush Summer,1551.0,4.63,328,"An exquisite handcrafted darjeeling harvest from the famed terroirs of Darjeeling (Goomtee). Imbued with prominent sensory notes of Honey, Apricot, Green Apple, this blend exhibits an aroma rating of 8.8/10. Specially curated for calm, meditative rituals, it offers potent mental clarity, cellular protection.",Kashmiri Girda Flatbread with Butter; Crisp Hot Samosas with Mint & Tamarind Chutney,https://images.unsplash.com/photo-1546852199-2d8e8c4aa477?auto=format&fit=crop&w=800&q=80
TEA-IN-0826,Brahmaputra Valley Bold Red Lot #807 '25,Assam (Golaghat),Assam,100% High-Grade Assam Whole Leaf & Golden Buds (Camellia Sinensis var. Assamica),Molasses; Caramel; Toasted Grain,6.0,3.6,3.9,3.8,8.8,83,0,4,98,2.5g per 200ml (or 1:1 milk-water for Chai),High Sustained Energy; Immune Strength,Energetic; Uplifted,Winter Warmth,384.0,4.67,107,"An exquisite handcrafted assam harvest from the famed terroirs of Assam (Golaghat). Imbued with prominent sensory notes of Molasses, Caramel, Toasted Grain, this blend exhibits an aroma rating of 8.8/10. Specially curated for energetic, uplifted rituals, it offers potent high sustained energy, immune strength.",Poha with Roasted Peanuts; Kashmiri Girda Flatbread with Butter; Irani Cafe Bun Maska & Chai,https://images.unsplash.com/photo-1544787219-7f47ccb76574?auto=format&fit=crop&w=800&q=80
TEA-IN-0827,Star Anise & Nutmeg Winter Chai,Mumbai Heritage,Masala Chai,"Assam CTC Black Tea, Green Cardamom Pods, Crushed Dry Ginger, Ceylon Cinnamon, Cloves, Black Pepper, Star Anise, Saffron",Clove (Laung); Creamy; Sweet Heat; Peppery,3.6,4.4,1.3,9.2,9.8,68,56,4,98,2.5g per 200ml (or 1:1 milk-water for Chai),Digestive Comfort; Cold & Cough Relief; Anti-inflammatory; Instant Warming,Refreshed; Uplifted; Comforting; Cozy,Monsoon Special,310.0,4.67,229,"An exquisite handcrafted masala chai harvest from the famed terroirs of Mumbai Heritage. Imbued with prominent sensory notes of Clove (Laung), Creamy, Sweet Heat, this blend exhibits an aroma rating of 9.8/10. Specially curated for refreshed, uplifted rituals, it offers potent digestive comfort, cold & cough relief.",Gulab Jamun with Rosewater Syrup; Kolkata Style Kathi Rolls,https://images.unsplash.com/photo-1571934811356-5cc061b6821f?auto=format&fit=crop&w=800&q=80
TEA-IN-0828,Pink Salted Noon Chai (Sheer Chai) Lot #198,Kashmir (Pampore Saffron Fields),Kashmir Kahwa,"Kashmiri Green Tea Leaves, Pampore Pure Saffron Strands, Green Cardamom, Cinnamon, Crushed Almond Slivers, Dried Rose Petals",Cardamom; Sweet Almond; Delicate Green; Saffron (Kesar),2.1,6.3,9.3,7.9,9.4,22,5,5,85,2.5g per 200ml (or 1:1 milk-water for Chai),Stress Relief; Skin Glow & Radiance,Refreshed; Meditative; Cozy; Calm,Monsoon Special,1085.0,4.51,230,"An exquisite handcrafted kashmir kahwa harvest from the famed terroirs of Kashmir (Pampore Saffron Fields). Imbued with prominent sensory notes of Cardamom, Sweet Almond, Delicate Green, this blend exhibits an aroma rating of 9.4/10. Specially curated for refreshed, meditative rituals, it offers potent stress relief, skin glow & radiance.",Kashmiri Girda Flatbread with Butter; Spicy Bhakarwadi & Mathri,https://images.unsplash.com/photo-1576092768241-dec231879fc3?auto=format&fit=crop&w=800&q=80
TEA-IN-0829,Tiger Hill Single Cultivar Nilgiri '24,Nilgiri (Blue Mountains),Nilgiri,100% High-Elevation Nilgiri Camellia Sinensis,Bright Citrus; Honey; Plum,2.3,7.7,7.8,1.7,8.9,42,1,3,86,2.5g per 200ml (or 1:1 milk-water for Chai),Heart Health; Gentle Alertness,Refreshed; Creative; Focused,Monsoon Special,1232.0,4.46,260,"An exquisite handcrafted nilgiri harvest from the famed terroirs of Nilgiri (Blue Mountains). Imbued with prominent sensory notes of Bright Citrus, Honey, Plum, this blend exhibits an aroma rating of 8.9/10. Specially curated for refreshed, creative rituals, it offers potent heart health, gentle alertness.",Kashmiri Girda Flatbread with Butter; Spicy Bhakarwadi & Mathri; Traditional Osmania Butter Biscuits,https://images.unsplash.com/photo-1546852199-2d8e8c4aa477?auto=format&fit=crop&w=800&q=80
